City,Zipcode,Marital_Status,Family_Size,Credit_Score,Current_Residence,Annual_Income,DTI,Location,Square_Footage,Upgrade_Score,Bedroom_Count,Bathroom_Count,Master_Location,Lot_Size,Closing_Date,Appraised_Value,Price,Closing_Interest_Rate,Monthly_Payment,Loan_Term,Feedback,Inflation_Rate,Unemployment_Rate,Current_Market_Interest_Rate,Year_Closed,Median_Price_of_Nearby_Homes,Sentiment_Score
Dallas,10709,Unmarried,2,843,Rent,34119.892967163156,0.20837981246978274,Rural,608.8592569711449,2,1,2,Downstairs,1.1442579541173388,2021-10-07,404194,126284.83166342849,4.834905111239989,4974,18,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,7.422878053789174,6.4841498350977735,2020,705305,0.5
Josephine,70907,Unmarried,3,592,Own,89395.23096606274,0.8338200636761643,Suburban,1516.5674287391644,4,3,2,Downstairs,1.4950052576865387,2020-05-22,796996,229386.3848616759,2.5248681817742606,4228,30,"The home is fantastic, I love the upgrades!",0.8826401759135871,7.29415540208435,4.038305853277681,2022,492779,0.5125
Frisco,77556,Married,1,776,Rent,75371.15327430631,0.4803268534283005,Rural,1260.8859430016123,4,3,1,Upstairs,1.5369319705334823,2021-02-12,417360,259076.67704939554,7.411487082098828,4974,15,"Very happy with the final product, but the timeline was delayed.",0.7709078417566877,1.0982334177899007,5.652565853751896,2021,217614,0.5
McKinney,19642,Married,1,413,Rent,141094.089394373,0.3178046105891423,Urban,2371.8193080707556,4,3,2,Downstairs,0.9413846134746501,2020-01-04,298523,425033.7219406693,3.658057436017427,4027,30,"The home is fantastic, I love the upgrades!",1.3700582116991784,0.4479041267468189,2.2401422785629723,2020,749928,0.5125
Frisco,10709,Unmarried,1,484,Rent,164640.5840687222,0.738953657434465,Urban,2342.45630436398,5,2,3,Downstairs,1.5391795249218223,2020-01-04,100089,440457.2083755156,3.4777979524953184,4727,30,"The home is fantastic, I love the upgrades!",1.1279681065002256,0.8198823835561533,4.280307651529046,2021,731886,0.5125
Aubrey,56354,Unmarried,1,801,Own,119365.25870601439,0.0978000052102418,Rural,2474.2167412985254,2,1,3,Downstairs,1.9138416113812329,2021-06-03,100089,433767.21048178204,2.8186734989432507,4331,27,"Very happy with the final product, but the timeline was delayed.",5.459014276736719,3.445766459440032,3.2986331616749167,2023,990414,0.5
Josephine,68674,Married,3,730,Rent,43602.391311795145,0.36228063279823924,Suburban,500.0,3,3,2,Downstairs,0.10729491039206343,2022-12-24,100089,148741.8887545395,2.9081024997080505,4725,30,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,3.386762920893952,2.2401422785629723,2023,104621,0.5
McKinney,33350,Unmarried,1,564,Own,54686.96854171053,0.15318697332503228,Urban,838.3843481087284,3,1,1,Downstairs,0.830792696415893,2023-12-27,940850,129680.79822530193,5.706557394937691,4325,27,"Very happy with the final product, but the timeline was delayed.",0.7139870053830337,6.325933119296786,2.2401422785629723,2020,677286,0.5
Celina,60338,Married,2,627,Own,147081.54920840546,0.396808689728656,Suburban,2226.8513467494445,4,1,1,Upstairs,1.9733532516116845,2020-06-26,426787,379365.3184383029,7.035040475303327,2371,30,"Very happy with the final product, but the timeline was delayed.",3.8804675333726846,2.586612962580112,3.1970245875727032,2020,869583,0.5
Fate,74256,Unmarried,1,687,Rent,118545.20291880787,0.5351882746554617,Urban,1848.5666258513593,2,1,1,Upstairs,0.7851942105060146,2021-04-01,807018,295730.8577257413,2.5248681817742606,1881,15,"Very happy with the final product, but the timeline was delayed.",2.701394230237894,1.4421362204577846,3.805957435230337,2020,104621,0.5
Aubrey,58055,Married,3,652,Rent,41810.99479353674,0.20068239118391043,Urban,908.973954661575,2,3,2,Upstairs,1.9733532516116845,2022-11-20,457753,239145.18673170154,5.303368529289523,4974,30,The process was smooth but some issues with the kitchen.,2.529564084846484,4.976914350658326,6.155264500285408,2020,565833,0.4
Aubrey,26672,Married,1,843,Rent,85115.24696514099,0.5204061948103292,Suburban,1376.0388888250702,5,1,1,Upstairs,1.0050873634502253,2022-04-08,428063,183603.2635829635,3.7895240136396557,3671,30,"The home is fantastic, I love the upgrades!",6.486444333873693,1.197784672458643,3.74589976576704,2020,104621,0.5125
Josephine,10709,Married,1,843,Rent,61234.90205944294,0.3945863686617922,Suburban,2148.669211714339,3,1,2,Upstairs,1.9728474745939346,2023-10-16,317537,467481.52937708027,4.412396803517193,3764,30,The process was smooth but some issues with the kitchen.,8.401191955781467,0.4483127459834204,3.768051730662774,2022,770971,0.4
Frisco,32378,Unmarried,1,441,Own,128118.39031589204,0.49643184779854965,Rural,2494.6103960939604,2,4,2,Downstairs,0.16358207650792922,2022-09-17,924272,615634.0962445799,2.5248681817742606,4974,30,"Very happy with the final product, but the timeline was delayed.",1.258267308405495,3.7769940535770985,3.763011100554244,2021,104621,0.5
Fate,10709,Married,1,523,Rent,124807.44396684492,0.2568092515151976,Suburban,2382.3996576368786,3,3,3,Upstairs,1.9733532516116845,2020-06-01,556123,421432.2492427212,4.3318634695413145,2651,30,The process was smooth but some issues with the kitchen.,0.005665144307003267,4.1137083084255455,4.322824199635403,2020,692966,0.4
Frisco,10709,Unmarried,3,843,Own,26090.8387165588,0.5890689193238929,Suburban,500.0,2,1,1,Upstairs,0.48521106497402666,2020-06-05,288276,100000.0,6.055403898271489,2220,29,"Very happy with the final product, but the timeline was delayed.",5.939838215704506,6.228949978330278,3.1454840103707307,2020,933681,0.5
Dallas,15776,Married,1,617,Rent,154617.52233853596,0.037410514247654285,Rural,2837.470685475688,3,3,1,Downstairs,1.235873757454552,2021-11-04,599839,505464.44863251667,4.30807337582255,3939,30,The process was smooth but some issues with the kitchen.,2.1266572340040493,0.06262259446652818,2.2401422785629723,2021,775756,0.4
Dallas,10709,Married,1,752,Own,141529.92221677175,0.2934204036139115,Urban,2552.040546854867,2,1,1,Upstairs,1.4346510691334675,2020-01-04,860296,426082.3453188901,4.508125345577535,4974,28,The process was smooth but some issues with the kitchen.,2.7827879220691933,0.06262259446652818,3.1225021307310707,2022,834811,0.4
Dallas,27611,Married,3,843,Own,48019.21639080465,0.10988101059301819,Rural,1168.9526160192786,2,4,3,Downstairs,1.456366279881716,2021-04-23,377192,323566.7494074595,5.917224861100986,4974,29,"Very happy with the final product, but the timeline was delayed.",3.512694684025038,4.300405861710917,3.2448693311702033,2020,315456,0.5
McKinney,60406,Married,1,835,Own,57478.37143526183,0.11697577383524767,Rural,1172.8269738732638,2,3,2,Upstairs,1.9733532516116845,2021-01-24,790293,351530.0936543345,6.716396216366377,4122,30,The process was smooth but some issues with the kitchen.,2.894096544713805,1.850321091503135,3.7926319695720765,2020,926972,0.4
Fate,43796,Married,1,756,Own,78921.5164317438,0.4218210133982611,Urban,905.8976023697014,5,3,2,Downstairs,0.6091458251588141,2020-10-14,159194,383459.2035054283,6.118386670990752,4974,15,"Very happy with the final product, but the timeline was delayed.",2.619464316216031,2.175035514402449,2.2401422785629723,2020,511077,0.5
Dallas,36299,Unmarried,1,766,Own,174929.72908480745,0.015917810803670763,Suburban,2973.329034057641,5,1,1,Upstairs,1.538442991049126,2021-06-28,452071,542287.254961033,5.967425902173622,3156,18,"The home is fantastic, I love the upgrades!",2.354088794312256,7.991760377904111,2.853757646885344,2020,198567,0.5125
Dallas,35621,Married,1,833,Own,53136.769881598855,0.4740279296517544,Suburban,1319.0824065810677,4,2,2,Upstairs,1.4457759256750928,2023-08-08,998537,202008.68324209447,4.0866551756215355,2267,18,"The home is fantastic, I love the upgrades!",6.603926072703433,3.1658482754509953,2.9557271275134673,2022,266579,0.5125
Celina,39583,Unmarried,1,843,Own,92546.0119576416,0.35867253988082126,Suburban,1506.9535029931421,4,2,2,Upstairs,1.1786866630769306,2021-06-20,353346,162847.32672551772,4.341401851813994,4536,30,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,5.134170794145722,3.2119877951204807,2023,890076,0.5
Aubrey,49757,Married,4,843,Rent,87995.63525990162,0.42294890365609983,Rural,1450.6936789358579,1,1,1,Upstairs,1.2041233108503855,2023-08-01,742979,362902.32481275254,6.700493683098743,4619,19,Had a terrible experience with the customer service.,3.8564868212874965,0.06262259446652818,2.2401422785629723,2021,840284,-1.0
Aubrey,23345,Unmarried,1,483,Rent,135543.81237911913,0.03735291577833321,Urban,2412.0382741928856,1,2,2,Upstairs,1.757168794295377,2022-07-18,998537,606756.9848612683,2.5248681817742606,3159,17,Had a terrible experience with the customer service.,6.3847453540439565,1.71826295209471,3.41517509589598,2021,104621,-1.0
Fate,49858,Unmarried,1,760,Own,70584.18601987777,0.19933365277920526,Urban,1248.4319512580519,1,4,3,Downstairs,0.5294512205201628,2020-12-14,246812,164797.60073666502,5.7892307170863075,4121,30,Had a terrible experience with the customer service.,2.163767072425646,8.174226037460919,4.09108866248002,2022,742399,-1.0
McKinney,62414,Married,1,596,Rent,89829.13776305685,0.11846112990001988,Urban,2052.2918218838695,3,3,1,Downstairs,1.9733532516116845,2022-05-24,132748,330218.20594430296,3.713448193519504,3480,15,The process was smooth but some issues with the kitchen.,8.785767906478773,2.5306661243716064,2.2401422785629723,2020,990414,0.4
Frisco,39604,Unmarried,1,375,Rent,123524.78766712878,0.003417059449081211,Urban,2669.173010086047,5,1,1,Upstairs,0.7246737832904716,2020-08-20,498585,574373.6588511057,4.10670022103497,3049,15,"The home is fantastic, I love the upgrades!",9.141257175073374,3.4138640522700614,2.2401422785629723,2022,926542,0.5125
Josephine,48342,Unmarried,3,675,Rent,102395.14594929577,0.39004661595258616,Suburban,1949.3279473797786,5,4,2,Downstairs,1.2215049115100496,2020-06-24,444835,175610.9945666162,2.5248681817742606,2581,15,"The home is fantastic, I love the upgrades!",4.8424610723170485,1.3231871194916414,4.500371717616924,2021,214972,0.5125
Aubrey,99796,Married,3,843,Rent,83856.09736354611,0.5445334619575228,Rural,1156.8002383286084,2,3,2,Upstairs,1.7959378149926613,2022-01-12,622938,100000.0,5.407549508641328,4974,30,"Very happy with the final product, but the timeline was delayed.",5.701005700774658,8.208777540156314,2.2401422785629723,2021,588022,0.5
Little Elm,28242,Married,3,308,Rent,147288.9342716525,0.180969305578212,Urban,2853.0408824002766,3,3,3,Upstairs,1.381166282757645,2022-01-16,298256,605507.617594416,2.5248681817742606,4974,15,The process was smooth but some issues with the kitchen.,8.098484530268943,2.744893006729761,2.3073101447757436,2021,689664,0.4
Josephine,31873,Unmarried,1,386,Rent,47712.292382144995,0.23733771102362883,Suburban,596.5269994728899,4,2,2,Downstairs,0.6428786464099945,2022-07-04,588974,147038.0911522968,5.051386647937145,2994,30,"The home is fantastic, I love the upgrades!",1.773569857532899,2.1433112804507495,2.2401422785629723,2021,104621,0.5125
Fate,49779,Married,1,489,Rent,48623.94730422836,0.4564927473818979,Rural,879.6031327670879,4,4,1,Downstairs,1.9733532516116845,2022-01-15,679400,100000.0,5.045250284467804,4974,30,"Very happy with the final product, but the timeline was delayed.",0.535621432464221,6.865826621627779,6.096088540021531,2020,104621,0.5
Josephine,48860,Unmarried,2,806,Rent,95975.49159768608,0.38538865743113565,Suburban,1770.0299847784988,5,1,2,Downstairs,1.8783520094016075,2021-12-02,100089,424461.1932241284,3.7212671933360726,4353,30,"The home is fantastic, I love the upgrades!",9.398315954345856,1.7490819944701688,2.2401422785629723,2021,569793,0.5125
Dallas,84036,Unmarried,1,664,Own,119649.45057057025,0.33090865871863295,Suburban,2438.154347847593,2,1,2,Downstairs,1.8867649194294915,2020-11-05,250081,434804.1842869677,6.092253965453069,4974,30,"Very happy with the final product, but the timeline was delayed.",6.062376264121767,6.526867350653761,7.874485651399687,2020,399862,0.5
Fate,43900,Married,1,843,Rent,111556.32037292181,0.09828526201540627,Suburban,1996.226982733619,4,1,2,Downstairs,1.9733532516116845,2022-06-25,998537,454804.4146446283,6.964909200486032,2042,20,"The home is fantastic, I love the upgrades!",0.005665144307003267,2.95516471224514,2.919085379514174,2021,346743,0.5125
Josephine,10709,Married,1,843,Own,131889.37461369063,0.33336364636841537,Urban,2342.6110864172488,3,3,2,Upstairs,1.4325190471531666,2023-05-22,299750,488060.4930224735,2.6701226943320258,4233,30,"Very happy with the final product, but the timeline was delayed.",2.3668811551844042,3.1874515543306567,5.16156242109369,2022,817131,0.5
Celina,28489,Unmarried,1,485,Own,73311.86367863798,0.08006807386234176,Urban,913.5490002371116,4,1,3,Upstairs,1.0382624963882012,2020-01-04,100089,127952.78940216341,4.5996813108914045,4139,15,"The home is fantastic, I love the upgrades!",2.8139780154376406,5.71112779533046,2.7592811830999304,2021,671260,0.5125
Little Elm,69472,Unmarried,1,480,Own,18868.43385517918,0.4267190146209537,Urban,581.2207886337659,4,1,1,Downstairs,1.4588550175270876,2021-11-16,984533,256380.95198900648,4.867333176615576,4834,17,"The home is fantastic, I love the upgrades!",3.0530692522618903,1.004289738798894,4.611148040660723,2022,529275,0.5125
Celina,45352,Married,1,699,Own,69982.3170819456,0.19121685536871796,Urban,1232.426381594823,3,3,2,Upstairs,0.49815037955021935,2020-01-04,458392,324552.2651913128,6.097100759374891,3601,19,"Very happy with the final product, but the timeline was delayed.",1.196954660058491,4.48747296773921,2.2401422785629723,2021,680660,0.5
Fate,10709,Married,3,843,Own,120123.1913159599,0.1839791883002308,Rural,2292.019884384604,3,2,1,Downstairs,1.0063404154216316,2020-01-04,829388,483480.62644687947,6.719064769522674,4548,30,"Very happy with the final product, but the timeline was delayed.",3.323875410504935,8.88055582114504,2.9697330575431025,2021,751993,0.5
Aubrey,35645,Unmarried,2,843,Rent,107714.10809518032,0.19736759645900598,Suburban,1578.463452708661,4,2,2,Downstairs,1.9285873360154784,2021-08-22,923479,401415.3790362522,3.089304829561953,3784,28,"Very happy with the final product, but the timeline was delayed.",3.4522585827216252,5.387866178050729,2.2401422785629723,2022,930620,0.5
Little Elm,57722,Married,3,603,Rent,67757.97664548887,0.026400993036297084,Urban,1085.5719855588222,4,3,2,Upstairs,1.9233662007884833,2021-06-10,501827,306179.9555071192,3.050468104745785,4974,30,"Very happy with the final product, but the timeline was delayed.",2.1056057999608724,2.4714163665540454,5.089122320302196,2021,104621,0.5
Little Elm,10709,Unmarried,2,412,Own,83560.56931876455,0.2249014167321778,Suburban,2181.738241814259,2,3,2,Downstairs,1.6856390289767114,2021-06-17,870486,505218.41453067877,4.597545642350354,4974,19,The process was smooth but some issues with the kitchen.,7.619914189462408,5.189289664094951,3.748095673874588,2022,691941,0.4
Little Elm,10709,Unmarried,3,779,Rent,51917.72765427763,0.5198441947610947,Urban,1043.974073128052,2,3,2,Downstairs,1.8474378925636825,2021-08-05,313503,218056.7859112204,3.851057398790224,3617,18,The process was smooth but some issues with the kitchen.,7.500889198633823,0.06262259446652818,3.331789520195449,2020,423414,0.4
Aubrey,51897,Married,1,715,Own,152351.46358776698,0.5125760678477158,Suburban,2635.7630807894466,1,3,1,Downstairs,1.683550464592445,2020-11-23,824041,571962.3129236102,7.411487082098828,2116,30,Had a terrible experience with the customer service.,1.9935619241831006,2.699637456960322,4.452270097640101,2022,104621,-1.0
Celina,23957,Unmarried,2,668,Rent,78189.68214134766,0.5466014580651528,Rural,894.286207742588,5,1,1,Upstairs,1.2058091651785219,2021-05-17,912403,173842.33158723143,2.5248681817742606,4678,30,"Very happy with the final product, but the timeline was delayed.",2.6888816040131642,3.7980585599236205,2.2869537204915495,2021,617064,0.5
Celina,32720,Unmarried,1,843,Rent,47552.819139570485,0.36561252516185655,Urban,970.444208395428,2,3,1,Downstairs,1.9733532516116845,2020-01-04,687432,193452.8723999197,6.9655284146206515,2920,30,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,0.06262259446652818,4.185081125218493,2021,923117,0.5
Celina,41955,Unmarried,3,665,Rent,54010.32640590325,0.1520163238762,Rural,824.8860183127791,3,2,2,Downstairs,0.23665809556272593,2021-05-31,766687,100000.0,3.0099047571628907,4759,30,The process was smooth but some issues with the kitchen.,2.7811280632902147,0.06262259446652818,3.482163959476874,2021,345375,0.4
Dallas,43486,Married,3,732,Own,42541.7864947361,0.3164625801279805,Rural,539.0126095302193,3,3,1,Upstairs,1.6210099517592922,2021-01-12,465633,100000.0,4.76715133657716,4297,15,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,1.3532079637561019,4.0369058738417305,2020,973935,0.5
Dallas,25138,Unmarried,1,725,Own,152761.20153096245,0.5062451876596018,Urban,2263.7988056832046,3,2,1,Upstairs,1.1349507335970714,2021-06-13,803501,601569.3662212106,5.007200348775002,3838,30,The process was smooth but some issues with the kitchen.,9.809588143035288,1.9249582107739913,2.929733648263859,2020,988352,0.4
Josephine,35981,Unmarried,3,843,Rent,36354.67643581635,0.3092396670193855,Urban,532.3268296520292,3,2,2,Downstairs,1.7066620078826649,2023-01-09,367934,100000.0,4.049212288870198,1294,30,"Very happy with the final product, but the timeline was delayed.",5.951123065187615,4.742761166494991,2.2401422785629723,2021,630865,0.5
Frisco,10709,Unmarried,1,757,Own,40959.328300205714,0.09002243429468788,Urban,1046.0061027643746,1,1,1,Downstairs,1.7513373816739901,2020-03-30,100089,100000.0,5.075530334727133,4009,30,Had a terrible experience with the customer service.,2.404958232513531,1.7660935077724282,2.2401422785629723,2020,470284,-1.0
Little Elm,14567,Unmarried,1,843,Own,48593.058980770285,0.2999273685845389,Urban,943.1220204962651,1,3,2,Downstairs,1.9118133538898094,2023-06-16,199370,185652.460739483,7.411487082098828,3124,15,Had a terrible experience with the customer service.,1.8482419136499102,6.543587373913943,3.1691184221998974,2021,772947,-1.0
Fate,53574,Married,2,843,Own,108005.45770568348,0.21731412288688653,Suburban,2550.2890655648443,2,2,2,Downstairs,0.7502030972725564,2020-10-18,619235,570484.3960232942,2.5248681817742606,4974,19,The process was smooth but some issues with the kitchen.,0.640773700796635,9.94994468693818,2.2401422785629723,2020,494967,0.4
Little Elm,10709,Married,1,675,Rent,88745.0941468075,0.007091881249110777,Suburban,1293.2783414002802,4,3,2,Upstairs,0.22804187300622047,2022-09-29,482536,263839.49919919425,3.893797493191836,4755,17,"Very happy with the final product, but the timeline was delayed.",1.834268511709585,1.383981343648486,2.2401422785629723,2021,990414,0.5
Aubrey,12860,Unmarried,1,458,Rent,46055.68664468359,0.01164114018907807,Suburban,1028.8651185077483,4,3,2,Upstairs,1.567983826187572,2022-06-03,588151,212690.59566736917,4.191940301806188,4453,20,"The home is fantastic, I love the upgrades!",5.9778497069314405,0.06262259446652818,2.2401422785629723,2021,932032,0.5125
Dallas,86648,Unmarried,1,498,Own,78619.04457824274,0.5932904950045254,Rural,903.8520346815013,4,3,2,Downstairs,1.9733532516116845,2021-05-13,943436,253594.9963388173,5.500425365288879,1975,30,"The home is fantastic, I love the upgrades!",5.40604501596599,3.4979866570568365,2.2401422785629723,2020,990414,0.5125
Little Elm,29337,Married,3,744,Own,119857.15609449169,0.5278943457889604,Urban,2297.2496179530754,5,2,2,Upstairs,0.658191351495387,2023-06-25,100089,414480.61878648325,3.9674230128144017,1685,30,"Very happy with the final product, but the timeline was delayed.",4.445634095553028,3.2478169092837232,2.3874418962274375,2020,723688,0.5
Aubrey,10709,Unmarried,1,561,Own,123753.95367136411,0.017717909742851812,Urban,1738.5968536501534,2,3,2,Downstairs,0.2582926129900126,2020-01-04,837305,420033.0506475952,2.951978454080252,4765,28,"Very happy with the final product, but the timeline was delayed.",1.9725464257216965,0.06262259446652818,3.2873100158466744,2022,551653,0.5
Celina,10709,Unmarried,1,551,Rent,137793.14044752013,0.2676417668670123,Rural,2523.5980199225833,2,1,2,Downstairs,1.8967198897062392,2020-01-04,855594,489718.5288296405,2.8982549300750238,3744,30,The process was smooth but some issues with the kitchen.,4.849136527015923,6.8798884000782445,6.725697589362862,2021,104621,0.4
Frisco,74653,Unmarried,3,612,Own,74061.05952489922,0.3670107946216978,Suburban,1644.8822753871186,2,1,2,Downstairs,1.8220767367302233,2021-08-19,998537,301814.1389606768,4.280064424229918,3607,30,The process was smooth but some issues with the kitchen.,5.062997795395599,3.781364221810168,4.008209438882917,2020,177641,0.4
Josephine,25584,Unmarried,1,394,Rent,70308.92163142402,0.22316030132178685,Urban,1399.3432282523117,3,1,1,Upstairs,1.6930056675909804,2022-05-14,368001,147608.1984299367,3.296552616618402,4781,15,The process was smooth but some issues with the kitchen.,1.18022682564939,0.080151761184859,3.047527555916935,2021,824437,0.4
Josephine,44533,Unmarried,3,843,Own,66866.89979129467,0.15849789348752885,Suburban,1535.5989320496856,2,1,2,Downstairs,1.488990994250928,2020-09-23,761462,323276.17711500946,5.125282618623553,4974,15,The process was smooth but some issues with the kitchen.,2.0842629476023777,2.7597494298994656,5.183873164916868,2021,104621,0.4
Josephine,57105,Unmarried,1,448,Own,107894.43646877907,0.5222001298136945,Suburban,1778.0768186526684,3,3,2,Upstairs,1.5191691779216538,2021-10-19,550388,382551.5120136143,3.811055219084874,3358,15,The process was smooth but some issues with the kitchen.,3.1275906221815024,2.65074350476696,5.0167944084011555,2021,453759,0.4
Aubrey,10709,Unmarried,4,840,Rent,178526.21149474735,0.0967775957221192,Urban,2769.495999546449,2,2,2,Downstairs,1.9733532516116845,2021-05-19,105044,572380.8640757318,4.761280419114266,3415,20,"Very happy with the final product, but the timeline was delayed.",2.1235121929456464,1.020468135620745,2.2401422785629723,2021,129842,0.5
Frisco,50195,Unmarried,1,624,Own,145452.49085035417,0.4561887272195356,Suburban,2443.7577920018653,1,1,2,Downstairs,1.744949223380859,2021-09-19,998537,361169.90863690834,2.5326902087514593,4017,18,Had a terrible experience with the customer service.,0.22144800730829428,2.377247492308578,6.966998832070182,2021,794717,-1.0
Celina,10709,Married,2,843,Own,76045.65033593282,0.5151903633394442,Suburban,1639.2109080974228,2,1,3,Downstairs,0.6801758682233505,2020-02-19,786189,314494.9885947558,7.068368744558384,4700,30,The process was smooth but some issues with the kitchen.,2.667746171513291,3.1286964734130693,3.776543636867567,2020,361781,0.4
Little Elm,72879,Married,1,564,Rent,128563.61763812293,0.24852683132399706,Rural,2444.1515767683936,3,1,3,Downstairs,1.9733532516116845,2021-12-19,181278,429764.9794697583,3.325435804600224,3156,18,The process was smooth but some issues with the kitchen.,1.7832688287247498,1.5730356630333242,4.831586614038505,2020,749682,0.4
Josephine,24309,Unmarried,3,747,Rent,13993.363744649196,0.5606743570180455,Rural,500.0,2,3,1,Downstairs,1.08975546396957,2023-03-18,100089,100000.0,4.158517889965797,4368,30,The process was smooth but some issues with the kitchen.,3.6805220585851437,2.869895397160372,2.8023269542839833,2020,259657,0.4
Celina,10709,Married,2,843,Own,113001.57168444335,0.8375534481722167,Suburban,2373.814081475363,2,2,3,Upstairs,0.10729491039206343,2021-09-17,291630,485782.6620067806,5.271201718099345,4974,16,The process was smooth but some issues with the kitchen.,4.735444517008645,3.9478068824807835,2.7120980658804736,2022,672293,0.4
Celina,55654,Married,1,651,Own,140616.1448032146,0.280958909438928,Rural,1856.8871415369777,4,3,1,Upstairs,0.24735567290753235,2022-05-24,296111,319282.02663272736,3.647725238988292,4974,30,"The home is fantastic, I love the upgrades!",1.4746725205707176,2.441315836779906,2.371833829974264,2021,676368,0.5125
Aubrey,28043,Unmarried,1,532,Own,154461.20161286872,0.42715413242159966,Suburban,2193.915122079754,3,2,1,Upstairs,0.7415627463568383,2021-09-07,311215,485975.7890221571,5.879943706934344,4645,30,The process was smooth but some issues with the kitchen.,0.6874319166071445,8.199303582179015,4.4741756319307795,2022,773364,0.4
Fate,24858,Unmarried,3,441,Rent,58171.845846642726,0.09491789268453736,Suburban,1153.984873024742,4,3,3,Downstairs,1.5646903844432298,2022-03-18,100089,157518.69834877254,4.4860174549561584,4974,17,"Very happy with the final product, but the timeline was delayed.",6.442791784039361,4.4301596125739895,3.5179007796142163,2021,321939,0.5
Fate,22318,Unmarried,2,843,Rent,54533.822711267865,0.17347767029290534,Suburban,866.4623432180595,4,3,1,Downstairs,0.10729491039206343,2023-01-09,505347,192397.40855573025,2.7070227193410314,4239,15,"Very happy with the final product, but the timeline was delayed.",0.3547200641791317,3.7814414451271325,2.2401422785629723,2020,826938,0.5
Dallas,29088,Unmarried,2,436,Rent,90870.99552442574,0.3652424617759681,Suburban,2042.877509155038,3,1,2,Upstairs,0.4949769091772481,2021-01-29,155415,446135.55219726404,5.738342495220511,4763,28,The process was smooth but some issues with the kitchen.,0.005665144307003267,4.494325473900201,6.017281165185881,2022,666094,0.4
Frisco,45474,Married,3,512,Own,89109.48330076545,0.054368583700981514,Suburban,1602.686887598969,4,2,1,Upstairs,1.386912909121711,2021-12-04,113079,171700.80137938957,7.411487082098828,3750,16,"The home is fantastic, I love the upgrades!",1.0550629571586345,6.596679579464265,2.2401422785629723,2023,616245,0.5125
Little Elm,26532,Married,3,618,Rent,147015.01163987943,0.3560055259684031,Rural,2554.909528717683,4,1,1,Upstairs,1.493458076669504,2021-09-23,692741,404885.0149279161,6.817513462624029,4800,30,"The home is fantastic, I love the upgrades!",3.12957578807451,4.141340601920948,2.2401422785629723,2020,831474,0.5125
Dallas,10709,Married,3,843,Own,22357.302076629876,0.09055968177752544,Suburban,537.639451755923,1,1,2,Downstairs,0.8265520962978545,2020-07-06,395441,100000.0,2.5248681817742606,4974,30,Had a terrible experience with the customer service.,3.71673536620607,1.0348956895866719,4.4744581677483275,2021,333268,-1.0
Dallas,10709,Married,1,564,Own,112438.89201810493,0.5334415724033599,Rural,2390.515391963927,1,1,1,Upstairs,1.9733532516116845,2021-04-15,457110,422935.9872755223,3.3550049697729514,2821,15,Had a terrible experience with the customer service.,7.989220306402868,6.057962445661693,2.2401422785629723,2021,211996,-1.0
Celina,27366,Married,1,764,Own,54021.46276767824,0.2553376610556646,Urban,500.0,1,1,2,Downstairs,1.9733532516116845,2021-07-07,191147,100000.0,5.027602745370485,4737,17,Had a terrible experience with the customer service.,0.8831115513008363,0.18876361081682624,2.2401422785629723,2021,276271,-1.0
McKinney,49190,Married,2,606,Own,29710.658502585004,0.13033974785549904,Urban,521.0865445916136,4,1,1,Upstairs,1.1204799155371699,2022-08-22,442050,114369.16596241885,4.336833667018538,4974,17,"Very happy with the final product, but the timeline was delayed.",6.8516094583795155,0.06262259446652818,2.2401422785629723,2021,104621,0.5
Aubrey,65560,Unmarried,1,843,Own,97587.41274538037,0.46963970775461317,Urban,1833.02305531465,1,4,1,Downstairs,1.2740672628952197,2023-07-20,916885,326637.64977047796,3.1217939987332515,4327,29,Had a terrible experience with the customer service.,6.473418709739094,4.268921355795358,4.407545588553188,2022,104621,-1.0
Dallas,69523,Unmarried,2,537,Own,69570.41233187124,0.35207140478129,Urban,707.1572585976801,4,2,1,Downstairs,0.10729491039206343,2022-08-13,182922,202643.26818561857,6.96796002852061,4974,19,"The home is fantastic, I love the upgrades!",0.7033218930443397,5.455751293390498,2.2401422785629723,2020,872049,0.5125
Aubrey,41132,Married,2,611,Rent,155284.86133053852,0.07338286692298453,Suburban,2678.66302501201,3,3,1,Upstairs,1.5140193395438066,2020-01-04,129585,650231.8752830814,7.411487082098828,3430,20,"Very happy with the final product, but the timeline was delayed.",3.7339163344506416,6.744823083981168,2.939930903472913,2022,554717,0.5
Aubrey,32648,Married,1,786,Rent,39639.87577573402,0.03537761939925079,Urban,891.385798403565,5,1,2,Downstairs,0.3194256439755272,2023-02-15,124678,195983.21027634072,4.79565713835214,4851,30,"Very happy with the final product, but the timeline was delayed.",4.2746680445502285,9.446431388263264,4.045784565051656,2021,495317,0.5
Josephine,48318,Unmarried,3,552,Rent,82568.24828883132,0.46756337696797257,Suburban,1298.5489383538206,3,3,3,Downstairs,1.4860628700774203,2021-02-28,998537,200680.31267813974,2.5248681817742606,4974,29,The process was smooth but some issues with the kitchen.,3.3152502788950544,4.173807970401115,2.2401422785629723,2020,278147,0.4
